 pmccullo / Coursera-Capstone-ShinyApp
Code  Issues 0  Pull requests 0  Projects 0  Wiki  Pulse  Community
full_twitter_lookup.csv
￼
"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"3935","forward to seeing",16,"3","forward to",117,0.136752136752137,"seeing"
"3860","so much for",24,"3","so much",176,0.136363636363636,"for"
"3928","the same time",17,"3","the same",125,0.136,"time"
"4170","have you been",11,"3","have you",81,0.135802469135802,"been"
"4188","is not a",11,"3","is not",81,0.135802469135802,"a"
"3371","dm you",8,"2","dm",59,0.135593220338983,"you"
"4445","do i have",8,"3","do i",59,0.135593220338983,"have"
"515","let us",36,"2","let",266,0.135338345864662,"us"
"5208","i want to be",10,"4","i want to",74,0.135135135135135,"be"
"5402","you have a great",5,"4","you have a",37,0.135135135135135,"great"
"5196","thank you for your",12,"4","thank you for",89,0.134831460674157,"your"
"3959","would be a",16,"3","would be",119,0.134453781512605,"a"
"4325","for all your",9,"3","for all",67,0.134328358208955,"your"
"69","if i",147,"2","if",1095,0.134246575342466,"i"
"859","anyone else",24,"2","anyone",179,0.134078212290503,"else"
"1371","guess i",17,"2","guess",127,0.133858267716535,"i"
"229","has been",66,"2","has",494,0.133603238866397,"been"
"3955","to make it",16,"3","to make",120,0.133333333333333,"it"
"4280","that was a",10,"3","that was",75,0.133333333333333,"a"
"4879","going on here",6,"3","going on",45,0.133333333333333,"here"
"5042","some of my",6,"3","some of",45,0.133333333333333,"my"
"144","there is",88,"2","there",662,0.132930513595166,"is"
"994","pretty sure",22,"2","pretty",166,0.132530120481928,"sure"
"4380","thanks to for",9,"3","thanks to",68,0.132352941176471,"for"
"1740","ask for",14,"2","ask",106,0.132075471698113,"for"
"1741","ask me",14,"2","ask",106,0.132075471698113,"me"
"4652","i see you",7,"3","i see",53,0.132075471698113,"you"
"3801","to see the",40,"3","to see",304,0.131578947368421,"the"
"3845","all the time",25,"3","all the",190,0.131578947368421,"time"
"1110","id like",20,"2","id",152,0.131578947368421,"like"
"1126","omg i",20,"2","omg",152,0.131578947368421,"i"
"1127","omg omg",20,"2","omg",152,0.131578947368421,"omg"
"62","out of",160,"2","out",1220,0.131147540983607,"of"
"394","next week",44,"2","next",336,0.130952380952381,"week"
"126","they are",95,"2","they",727,0.130674002751032,"are"
"3820","a great day",32,"3","a great",245,0.130612244897959,"day"
"1281","everything is",18,"2","everything",138,0.130434782608696,"is"
"4411","you get the",9,"3","you get",69,0.130434782608696,"the"
"4412","you get to",9,"3","you get",69,0.130434782608696,"to"
"4823","and it is",6,"3","and it",46,0.130434782608696,"is"
"4851","come to the",6,"3","come to",46,0.130434782608696,"the"
"5100","to watch it",6,"3","to watch",46,0.130434782608696,"it"
"5101","to watch the",6,"3","to watch",46,0.130434782608696,"the"
"5110","up for a",6,"3","up for",46,0.130434782608696,"a"
"4098","you and your",13,"3","you and",100,0.13,"your"
"32","have to",231,"2","have",1780,0.129775280898876,"to"
"1765","few days",14,"2","few",108,0.12962962962963,"days"
"4593","day of the",7,"3","day of",54,0.12962962962963,"the"
"4755","to come to",7,"3","to come",54,0.12962962962963,"to"
"4787","with me and",7,"3","with me",54,0.12962962962963,"and"
"473","getting ready",38,"2","getting",294,0.129251700680272,"ready"
"1251","wanna go",19,"2","wanna",147,0.129251700680272,"go"
"4425","and im not",8,"3","and im",62,0.129032258064516,"not"
"4469","i wanna go",8,"3","i wanna",62,0.129032258064516,"go"
"3806","i dont think",38,"3","i dont",295,0.128813559322034,"think"
"3068","loved it",9,"2","loved",70,0.128571428571429,"it"
"3965","forward to the",15,"3","forward to",117,0.128205128205128,"the"
"2719","meeting you",10,"2","meeting",78,0.128205128205128,"you"
"5364","it was a good",5,"4","it was a",39,0.128205128205128,"good"
"5369","let me know what",5,"4","let me know",39,0.128205128205128,"what"
"781","does not",26,"2","does",203,0.12807881773399,"not"
"188","got a",75,"2","got",587,0.127768313458262,"a"
"2221","once again",12,"2","once",94,0.127659574468085,"again"
"2233","seeing the",12,"2","seeing",94,0.127659574468085,"the"
"4841","call me maybe",6,"3","call me",47,0.127659574468085,"maybe"
"4901","he is a",6,"3","he is",47,0.127659574468085,"a"
"4902","he is so",6,"3","he is",47,0.127659574468085,"so"
"5152","you in a",6,"3","you in",47,0.127659574468085,"a"
"4586","but im not",7,"3","but im",55,0.127272727272727,"not"
"4757","to help you",7,"3","to help",55,0.127272727272727,"you"
"3942","im not sure",16,"3","im not",126,0.126984126984127,"sure"
"1428","since i",17,"2","since",134,0.126865671641791,"i"
"127","as a",94,"2","as",741,0.126855600539811,"a"
"770","whats the",27,"2","whats",213,0.126760563380282,"the"
"1152","watch it",20,"2","watch",158,0.126582278481013,"it"
"3876","this is a",21,"3","this is",166,0.126506024096386,"a"
"1929","cause i",13,"2","cause",103,0.12621359223301,"i"
"2024","sounds good",13,"2","sounds",103,0.12621359223301,"good"
"1661","read the",15,"2","read",119,0.126050420168067,"the"
"1313","saw the",18,"2","saw",143,0.125874125874126,"the"
"486","yes i",38,"2","yes",302,0.125827814569536,"i"
"1243","thought i",19,"2","thought",151,0.125827814569536,"i"
"1244","thought of",19,"2","thought",151,0.125827814569536,"of"
"254","has a",62,"2","has",494,0.125506072874494,"a"
"230","need a",66,"2","need",528,0.125,"a"
"3838","do you have",27,"3","do you",216,0.125,"have"
"1377","hit me",17,"2","hit",136,0.125,"me"
"4005","i had to",14,"3","i had",112,0.125,"to"
"2765","saying that",10,"2","saying",80,0.125,"that"
"4288","to all our",10,"3","to all",80,0.125,"our"
"4521","the last day",8,"3","the last",64,0.125,"day"
"4750","think of a",7,"3","think of",56,0.125,"a"
"4932","i saw it",6,"3","i saw",48,0.125,"it"
"5144","you all have",6,"3","you all",48,0.125,"have"
"5353","i will be there",5,"4","i will be",40,0.125,"there"
"1285","glad i",18,"2","glad",145,0.124137931034483,"i"
"4058","i like it",13,"3","i like",105,0.123809523809524,"it"
"2980","goes to",9,"2","goes",73,0.123287671232877,"to"
"4334","i didnt get",9,"3","i didnt",73,0.123287671232877,"get"
"822","every time",25,"2","every",203,0.123152709359606,"time"
"444","over the",40,"2","over",325,0.123076923076923,"the"
"3508","missed the",8,"2","missed",65,0.123076923076923,"the"
"178","by the",77,"2","by",626,0.123003194888179,"the"
"4845","can i have",6,"3","can i",49,0.122448979591837,"have"
"5085","to follow you",6,"3","to follow",49,0.122448979591837,"you"
"5108","try to get",6,"3","try to",49,0.122448979591837,"get"
"5111","up the good",6,"3","up the",49,0.122448979591837,"good"
"457","life is",39,"2","life",320,0.121875,"is"
"64","like a",156,"2","like",1284,0.121495327102804,"a"
"2118","bring your",12,"2","bring",99,0.121212121212121,"your"
"3369","dinner with",8,"2","dinner",66,0.121212121212121,"with"
"4036","you for your",14,"3","you for",116,0.120689655172414,"your"
"3884","one of those",20,"3","one of",166,0.120481927710843,"those"
"4265","make it to",10,"3","make it",83,0.120481927710843,"to"
"4149","you and i",12,"3","you and",100,0.12,"i"
"4330","got a new",9,"3","got a",75,0.12,"new"
"4403","what is the",9,"3","what is",75,0.12,"the"
"4832","at a time",6,"3","at a",50,0.12,"time"
"5015","my new followers",6,"3","my new",50,0.12,"followers"
"4563","you think of",8,"3","you think",67,0.119402985074627,"of"
"790","most of",26,"2","most",218,0.119266055045872,"of"
"2737","okay i",10,"2","okay",84,0.119047619047619,"i"
"2782","sometimes you",10,"2","sometimes",84,0.119047619047619,"you"
"4240","get to see",10,"3","get to",84,0.119047619047619,"see"
"1375","hes a",17,"2","hes",143,0.118881118881119,"a"
"3830","want to be",29,"3","want to",244,0.118852459016393,"be"
"2181","isnt it",12,"2","isnt",101,0.118811881188119,"it"
"4150","you guys are",12,"3","you guys",101,0.118811881188119,"are"
"4579","and then i",7,"3","and then",59,0.11864406779661,"i"
"4771","was the best",7,"3","was the",59,0.11864406779661,"best"
"745","help you",27,"2","help",228,0.118421052631579,"you"
"4353","im so glad",9,"3","im so",76,0.118421052631579,"glad"
"2371","care about",11,"2","care",93,0.118279569892473,"about"
"3854","be a good",24,"3","be a",203,0.118226600985222,"good"
"1324","these days",18,"2","these",153,0.117647058823529,"days"
"3568","outside of",8,"2","outside",68,0.117647058823529,"of"
"3593","safe and",8,"2","safe",68,0.117647058823529,"and"
"4474","ill be there",8,"3","ill be",68,0.117647058823529,"there"
"4839","but you can",6,"3","but you",51,0.117647058823529,"can"
"2969","forget the",9,"2","forget",77,0.116883116883117,"the"
"4320","by the way",9,"3","by the",77,0.116883116883117,"way"
"4361","like to be",9,"3","like to",77,0.116883116883117,"be"
"562","take it",34,"2","take",291,0.116838487972509,"it"
"2176","idea of",12,"2","idea",103,0.116504854368932,"of"
"5379","so i can dm",5,"4","so i can",43,0.116279069767442,"dm"
"5400","would love to have",5,"4","would love to",43,0.116279069767442,"have"
"888","tell you",24,"2","tell",207,0.115942028985507,"you"
"3416","half of",8,"2","half",69,0.115942028985507,"of"
"3711","walk in",8,"2","walk",69,0.115942028985507,"in"
"2140","food and",12,"2","food",104,0.115384615384615,"and"
"2941","comes out",9,"2","comes",78,0.115384615384615,"out"
"4395","to work with",9,"3","to work",78,0.115384615384615,"with"
"4910","i did not",6,"3","i did",52,0.115384615384615,"not"
"2196","left the",12,"2","left",105,0.114285714285714,"the"
"644","being a",30,"2","being",263,0.114068441064639,"a"
"4344","i really want",9,"3","i really",79,0.113924050632911,"want"
"4238","for your support",10,"3","for your",88,0.113636363636364,"support"
"369","come to",46,"2","come",405,0.11358024691358,"to"
"4880","gonna be a",6,"3","gonna be",53,0.113207547169811,"a"
"4656","i wanna be",7,"3","i wanna",62,0.112903225806452,"be"
"4732","tell me i",7,"3","tell me",62,0.112903225806452,"i"
"4768","up with the",7,"3","up with",62,0.112903225806452,"the"
"3981","that i am",15,"3","that i",133,0.112781954887218,"am"
"4422","about to go",8,"3","about to",71,0.112676056338028,"go"
"4516","such a great",8,"3","such a",71,0.112676056338028,"great"
"5238","to be a great",8,"4","to be a",71,0.112676056338028,"great"
"3080","move on",9,"2","move",80,0.1125,"on"
"3081","move to",9,"2","move",80,0.1125,"to"
"1160","working with",20,"2","working",178,0.112359550561798,"with"
"4259","in your life",10,"3","in your",89,0.112359550561798,"life"
"4264","love to hear",10,"3","love to",89,0.112359550561798,"hear"
"315","had to",53,"2","had",472,0.11228813559322,"to"
"3779","for the follow",86,"3","for the",766,0.112271540469974,"follow"
"2361","both of",11,"2","both",98,0.112244897959184,"of"
"4214","what you do",11,"3","what you",98,0.112244897959184,"do"
"909","coming up",23,"2","coming",205,0.11219512195122,"up"
"245","think i",64,"2","think",572,0.111888111888112,"i"
"3818","i dont know",33,"3","i dont",295,0.111864406779661,"know"
"1384","id be",17,"2","id",152,0.111842105263158,"be"
"63","we are",157,"2","we",1407,0.111584932480455,"are"
"4010","i would have",14,"3","i would",126,0.111111111111111,"have"
"4382","the way to",9,"3","the way",81,0.111111111111111,"to"
"4536","to take it",8,"3","to take",72,0.111111111111111,"it"
"4818","am i the",6,"3","am i",54,0.111111111111111,"the"
"4847","can you please",6,"3","can you",54,0.111111111111111,"please"
"4933","i should be",6,"3","i should",54,0.111111111111111,"be"
"5030","part of a",6,"3","part of",54,0.111111111111111,"a"
"5070","there are some",6,"3","there are",54,0.111111111111111,"some"
"923","made a",23,"2","made",208,0.110576923076923,"a"
"924","made it",23,"2","made",208,0.110576923076923,"it"
"925","made my",23,"2","made",208,0.110576923076923,"my"
"4023","see you there",14,"3","see you",127,0.110236220472441,"there"
"1936","end up",13,"2","end",118,0.110169491525424,"up"
"2117","believe that",12,"2","believe",109,0.110091743119266,"that"
"5191","i love you so",12,"4","i love you",109,0.110091743119266,"so"
"4281","the day i",10,"3","the day",91,0.10989010989011,"i"
"4498","me i love",8,"3","me i",73,0.10958904109589,"love"
"4511","ready for a",8,"3","ready for",73,0.10958904109589,"a"
"4749","think i might",7,"3","think i",64,0.109375,"might"
"4752","this week and",7,"3","this week",64,0.109375,"and"
"4758","to know you",7,"3","to know",64,0.109375,"you"
"4116","i get a",12,"3","i get",110,0.109090909090909,"a"
"2786","taking the",10,"2","taking",92,0.108695652173913,"the"
"3823","i dont want",32,"3","i dont",295,0.108474576271186,"want"
"2994","heard of",9,"2","heard",83,0.108433734939759,"of"
"3846","have to be",25,"3","have to",231,0.108225108225108,"be"
"1157","wish you",20,"2","wish",185,0.108108108108108,"you"
"1548","put it",16,"2","put",148,0.108108108108108,"it"
"4494","know what i",8,"3","know what",74,0.108108108108108,"i"
"4495","know what to",8,"3","know what",74,0.108108108108108,"to"
"4701","love the new",7,"3","love the",65,0.107692307692308,"new"
"477","oh my",38,"2","oh",353,0.107648725212465,"my"
"664","sure to",30,"2","sure",279,0.10752688172043,"to"
"665","sure you",30,"2","sure",279,0.10752688172043,"you"
"2650","havent seen",10,"2","havent",93,0.10752688172043,"seen"
"1990","making a",13,"2","making",121,0.107438016528926,"a"
"1991","making me",13,"2","making",121,0.107438016528926,"me"
"2015","season of",13,"2","season",121,0.107438016528926,"of"
"2263","theres no",12,"2","theres",112,0.107142857142857,"no"
"4309","a few days",9,"3","a few",84,0.107142857142857,"days"
"4416","you to be",9,"3","you to",84,0.107142857142857,"be"
"5154","you like it",6,"3","you like",56,0.107142857142857,"it"
"2414","idea what",11,"2","idea",103,0.106796116504854,"what"
"675","where you",30,"2","where",281,0.106761565836299,"you"
"3596","saturday night",8,"2","saturday",75,0.106666666666667,"night"
"2009","playing the",13,"2","playing",122,0.10655737704918,"the"
"2012","remember the",13,"2","remember",122,0.10655737704918,"the"
"2013","remember to",13,"2","remember",122,0.10655737704918,"to"
"4068","last night and",13,"3","last night",122,0.10655737704918,"and"
"834","into a",25,"2","into",235,0.106382978723404,"a"
"4706","need a new",7,"3","need a",66,0.106060606060606,"new"
"982","made me",22,"2","made",208,0.105769230769231,"me"
"1940","following us",13,"2","following",123,0.105691056910569,"us"
"3967","go to sleep",15,"3","go to",142,0.105633802816901,"sleep"
"3485","late to",8,"2","late",76,0.105263157894737,"to"
"3494","lost in",8,"2","lost",76,0.105263157894737,"in"
"4547","what i can",8,"3","what i",76,0.105263157894737,"can"
"4548","what i do",8,"3","what i",76,0.105263157894737,"do"
"4842","can be a",6,"3","can be",57,0.105263157894737,"a"
"4179","i like the",11,"3","i like",105,0.104761904761905,"the"
"3266","youll have",9,"2","youll",86,0.104651162790698,"have"
"1521","lets get",16,"2","lets",153,0.104575163398693,"get"
"4605","for all you",7,"3","for all",67,0.104477611940299,"you"
"4691","just got a",7,"3","just got",67,0.104477611940299,"a"
"4692","just got home",7,"3","just got",67,0.104477611940299,"home"
"45","with the",190,"2","with",1819,0.104452996151732,"the"
"2662","hours to",10,"2","hours",96,0.104166666666667,"to"
"4084","the same thing",13,"3","the same",125,0.104,"thing"
"1197","friday night",19,"2","friday",183,0.103825136612022,"night"
"1025","does it",21,"2","does",203,0.103448275862069,"it"
"1027","every day",21,"2","every",203,0.103448275862069,"day"
"1013","whats your",22,"2","whats",213,0.103286384976526,"your"
"1193","find a",19,"2","find",184,0.103260869565217,"a"
"4060","i would be",13,"3","i would",126,0.103174603174603,"be"
"2868","yesterday i",10,"2","yesterday",97,0.103092783505155,"i"
"298","am i",54,"2","am",524,0.103053435114504,"i"
"4700","listening to music",7,"3","listening to",68,0.102941176470588,"music"
"4733","thanks to our",7,"3","thanks to",68,0.102941176470588,"our"
"1188","done with",19,"2","done",185,0.102702702702703,"with"
"3958","when i was",16,"3","when i",156,0.102564102564103,"was"
"3361","comes from",8,"2","comes",78,0.102564102564103,"from"
"2001","nothing like",13,"2","nothing",127,0.102362204724409,"like"
"302","make a",54,"2","make",529,0.102079395085066,"a"
"3844","a great time",25,"3","a great",245,0.102040816326531,"time"
"5342","i have to do",5,"4","i have to",49,0.102040816326531,"do"
"207","see the",71,"2","see",698,0.101719197707736,"the"
"2239","such an",12,"2","such",118,0.101694915254237,"an"
"51","so much",176,"2","so",1731,0.101675332177932,"much"
"4049","follow me back",13,"3","follow me",128,0.1015625,"back"
"162","how to",81,"2","how",798,0.101503759398496,"to"
"428","off the",41,"2","off",404,0.101485148514851,"the"
"429","off to",41,"2","off",404,0.101485148514851,"to"
"3873","but i dont",21,"3","but i",207,0.101449275362319,"dont"
"691","haha i",29,"2","haha",286,0.101398601398601,"i"
"4519","that you are",8,"3","that you",79,0.10126582278481,"are"
"4562","you should be",8,"3","you should",79,0.10126582278481,"be"
"1331","use it",18,"2","use",178,0.101123595505618,"it"
"1332","use the",18,"2","use",178,0.101123595505618,"the"
"2978","girls are",9,"2","girls",89,0.101123595505618,"are"
"4364","love to have",9,"3","love to",89,0.101123595505618,"have"
"292","would love",56,"2","would",554,0.101083032490975,"love"
"1024","didnt know",21,"2","didnt",208,0.100961538461538,"know"
"980","long time",22,"2","long",218,0.100917431192661,"time"
"913","help me",23,"2","help",228,0.100877192982456,"me"
"2230","read it",12,"2","read",119,0.100840336134454,"it"
"2023","sorry to",13,"2","sorry",129,0.10077519379845,"to"
"1704","until i",15,"2","until",149,0.100671140939597,"i"
"1373","hate the",17,"2","hate",169,0.100591715976331,"the"
"1374","hate when",17,"2","hate",169,0.100591715976331,"when"
"1238","start the",19,"2","start",189,0.100529100529101,"the"
"41","be a",203,"2","be",2025,0.100246913580247,"a"
"4112","for you to",12,"3","for you",120,0.1,"to"
"3160","text you",9,"2","text",90,0.1,"you"
"3506","minutes of",8,"2","minutes",80,0.1,"of"
"4527","to all my",8,"3","to all",80,0.1,"my"
"4528","to all who",8,"3","to all",80,0.1,"who"
"645","down to",30,"2","down",301,0.0996677740863787,"to"
"1312","same time",18,"2","same",181,0.0994475138121547,"time"
"227","more than",67,"2","more",674,0.099406528189911,"than"
"1875","though i",14,"2","though",141,0.099290780141844,"i"
"59","this is",166,"2","this",1672,0.0992822966507177,"is"
"85","was a",126,"2","was",1273,0.0989787902592302,"a"
"4312","all of my",9,"3","all of",91,0.0989010989010989,"my"
"4313","all of your",9,"3","all of",91,0.0989010989010989,"your"
"4525","the way you",8,"3","the way",81,0.0987654320987654,"you"
"1631","id love",15,"2","id",152,0.0986842105263158,"love"
"1632","id rather",15,"2","id",152,0.0986842105263158,"rather"
"4597","feel like a",7,"3","feel like",71,0.0985915492957746,"a"
"4598","feel like it",7,"3","feel like",71,0.0985915492957746,"it"
"4767","up to the",7,"3","up to",71,0.0985915492957746,"the"
"1117","may have",20,"2","may",203,0.0985221674876847,"have"
"3887","a good day",19,"3","a good",193,0.0984455958549223,"day"
"2228","playing with",12,"2","playing",122,0.0983606557377049,"with"
"2232","remember when",12,"2","remember",122,0.0983606557377049,"when"
"4939","i thought it",6,"3","i thought",61,0.0983606557377049,"it"
"4940","i thought of",6,"3","i thought",61,0.0983606557377049,"of"
"4941","i thought you",6,"3","i thought",61,0.0983606557377049,"…
